VEICULOS;PLACA;RENAVAM;OBSERVAÇÕES;DATA;DONO;SITUAÇÃO;VALOR DE COMPRA R$
GM CLASSIC LS 2010/2011 COMPLETO;MTQ0639;225060612;COMPRADO PARTICULAR;;;FINALIZADO;R$ 15.000,00
FIAT PALIO FIRE 2003/2003 PRATA;HAG1762;8100988628;COMPRADO PARTICULAR NA TROCA DO PEUGEOT 207 MTR4A34;;;FINALIZADO;R$ 7.000,00
VE SAVEIRO1.6 CE TROOP 2010/2011 BRANCA;MTM1726;12663313;COMPRADO NA PRIME VILA VELHA;;;FINALIZADO;R$ 29.500,00
VW SSPACEFOX 2007/2007 PRATA;MRC6E94;914713124;COMPRADO NA KOBE NISSAN VITORIA;;;FINALIZADO;R$ 18.350,00
VW FOX 1.0 2007/2007 PRETO;MRE9710;918370396;COMPRADO NA PIANA VEICULOS LINHARES;;;FINALIZADO;R$ 10.750,00
VW FOX 1.6 GII 2012/2012 PRATA;ODG2267;454684614;COMPRADO NA PODIUM VILA VELHA;;;FINALIZADO;R$ 27.800,00
FIAT SIENA ELX FLEX 2008/2009 PRETO;MSG7762;979151937;COMPRADO NA PIANA VEICULOS LINHARES;;;FINALIZADO;R$ 13.850,00
VW FOX 2008/2009 VERMELHO;MSJ2360;987618156;COMPRADO NA PIANA VEICULOS LINHARES;;;FINALIZADO;R$ 15.700,00
FIAT SEIAN FIRE FLEX 2009/2010 PRATA;ELM5783;192549103;COMPRADO NA PODIUM VEICULOS VILA VELHA;;;FINALIZADO;R$ 12.500,00
FIAT UNO ECONOMY 2011/2012 CINZA;KON5B53;367495503;COMPRADO NA PODIUM CAMPOS;;;FINALIZADO;R$ 22.400,00
FORD KA 2004/2004 VERMELHO;MPT8082;820232890;COMPRADO NA TROCA DO UNO KON5B53;;;FINALIZADO;R$ 6.000,00
FIAT SIENA ATRACTIVE 2013/2013 PRETO;ODR7069;507441419;COMPRADO NA ATLANTICA RENAUL DIA 13/08/2021;13/08/2021;;FINALIZADO;R$ 26.800,00
FIAT SIENA FIRE FLEX 2008/2009 PRATA;HJU7217;116864664;COMPRADO NA PODIUM VEICULOS CACHOEIRO 12/08/2021;08/12/2021;;FINALIZADO;R$ 13.000,00
FIAT PALIO FIRE ECONOMY 2010/2011 PRATA;LPS6971;265583136;COMPRADO NA PODIUM CAMPOS 06/08/2021;08/06/2021;;FINALIZADO;R$ 18.750,00
VW SPACEFOX CONFORT 2006/2007 PRETO;KUO9H72;893657344;COMPRADO NA PRIME GUARAPARI 06/08/2021;08/06/2021;;FINALIZADO;R$ 16.000,00
FORD FIESTA 1.0 FLEX 2011/2012 VERMELHO BASICO;NZI2A45;386423652;COMPRADO NA TROCADO PEUGEOT 207 KYJD10;;;FINALIZADO;R$ 14.000,00
FORD FIESTA 1.6 FLEX COR BRANCA 2012/2013;NZY9407;472093657;COMPRADO NA ATLANTICA RENAULT SERRA;;;FINALIZADO;R$ 22.300,00
FORD FIESTA FLEX 2011/2012 VERMELHO;NZI2A45;386423652;COMPRADO NA TROCA DO 207 KYJ3D10;;;FINALIZADO;R$ 14.000,00
GM CRUZE LT NB 2011/2012 PRETA;KOX2159;479569223;COMPRADO NA PODIUM CAMPOS 20.08.2021;20/08/2021;;FINALIZADO;R$ 41.200,00
FIAT PALIO ELX FLEX ANO 2007/2008 PRATA;MRI1307;923851763;COMPRADO NA TROCA DO SPACEFOX MRC6E94;;;FINALIZADO;R$ 17.000,00
FORD FIESTA FLEX 2009/2010 PRETO;MTC1539;191609919;COMPRADO PARTICULAR;;;FINALIZADO;R$ 13.000,00
FIAT UNO MILLE SMART 2001/2001 CINZA;MTH5955;760163537;COMPRADO NA TROCA DO SPACEFOX KUO9H72;;;FINALIZADO;R$ 5.000,00
FIAT PUNTO ELX 2009/2010 PRATA;HKT5421;148718671;COMPRADO NA TROCA DO IDEAODD9C46;;;FINALIZADO;R$ 21.000,00
FORD FIESTA FLEX 2010/2011 PRETA;HMQ4735;209727098;COMPRADO NA TROCA DO COBALT ERM9G89;;;ROBINHO;R$ 16.000,00
GM CLASSIC LIFE 2007/2008 BRANCO;MRI6597;924503645;COMRPADO NA TROCA DO PALIO OYE7J10;;;FINALIZADO;R$ 12.000,00
FIAT PALIO ATRACTIVE 1.4 2014/2015 BRANCO;OYE7J10;1000727081;COMPRADO PARTICULAR;;;FINALIZADO;R$ 28.000,00
GM CORSA SEDAN PREMIUM 1.8 2007/2008 PRETO;LPB8H37;940834510;COMPRADO NA RENAULT SERRA DIA 09/09/2021;09/09/2021;;FINALIZADO;R$ 14.100,00
FORD KA FLEX 2013/2013 PRETO;OVE4D37;532271823;COMPRADO NA RENAULT SERRA DIA 09/09/2021;09/09/2021;;FINALIZADO;R$ 18.300,00
GM PRISMA JOY 1.0 2009/2010 PRATA;KOL4B80;199164495;COMPRADO NA PODIUM CAMPOS;;;FINALIZADO;R$ 14.200,00
TOYOTA COROLLA XEI 1.8 VVT 2003/2004 BEGE;MPH5C82;811441091;COMPRADO NA TROCA DO FOX 1.6 OCZ0G19;;;FINALIZADO;R$ 24.000,00
CORSA SEDAN PREMIUM 2009/2010 BRANCO;HBZ2367;180375652;COMPRADO NA RENAULT SERRA EM 25.08.2021;25/08/2021;;FINALIZADO;R$ 17.800,00
HONDA CIVIC LXS 2007/2007 PRETO;MRC6I49;915692210;COMPRADO NA KURUMA VITORIA;;;FINALIZADO;R$ 27.400,00
FIAT LINEA ABSOL 2010/2010 PRATA;HMY7F43;200029827;COMPRADO PARTICULAR (CANCELAMENTO DE VENDA);;;FINALIZADO;R$ 26.200,00
VW NOVA SAVEIRO CS 2013/2014 BRANCA;OVL2A47;594817781;COMPRADO NA TROCA DO FOX 1.6 ODG2C67;;;FINALIZADO;R$ 31.000,00
VW GOL RALLYE 1.6 2010/2011;KWF4H65;272039411;PROCESSO DE RETIRADA DE GAS;;;FINALIZADO;GAS 
FIAT SIENA ELX FLEX ANO 2008/2008 CINZA;MSD2577;966944658;COMPRADO NA TROCA DO FIAT UNO MTX5810;;;FINALIZADO;R$ 20.000,00
FORD KA FLEX 2008/2009 PRETO;MSA6596;963986333;COMPRADO PARTICULAR;;;FINALIZADO;R$ 9.700,00
VW GOL TL MCV ANO 2016/2017 VERMELHA;PPO7H20;1103257444;PCOMPRADO NA PLANETA HVEICULOS DE CACHOEIRO;;;FINALIZADO;R$ 34.094,00
FIAT PALIO ATRACTIVE 1.0 2013/2014 BRANCA;OVJ7903;581086960;COMPRADO NA TAI VITORIA 18/09/2021;18/09/2021;;FINALIZADO;R$ 30.800,00
VW FOX 1.0 GII 2013/2014 CINZA;OYF0529;1000480639;COMPARDO NA TAI VITORIA 18/09/2021;18/09/2021;;FINALIZADO;R$ 32.400,00
GM AGILE LYZ 2010/2011 PRATA;MTF0D05;255975244;COMPRADO NA KURUMA CACHOEIRO 06/09/2021;09/06/2021;;FINALIZADO;R$ 22.000,00
FIAT UNO WAY 1.0 2015/2015 BRANCO;LMF4949;1047773250;COMPRADO NA PODIUM CAMPOS 15/09/2021;15/09/2021;;FINALIZADO;R$ 32.100,00
FIAT SIENA FIRE FLEX 2007/2007 CINZA;MQU5494;907856373;COMPRADO PARTICULAR NA TROCA DO COROLLA MPH5C82;;;FINALIZADO;R$ 14.000,00
FORD KA FLEX 2012/2012 BRANCO;ODG9C42;463576721;COMPRADO NA CONTAUTO VILA VELHA 22/09/2021;22/09/2021;;FINALIZADO;R$ 13.800,00
FIAT UNO MILLE ECONOMY 2012/2013 BRANCO;OKL3A01;481727892;COMPRADO NA ORVEL SERRA;;;FINALIZADO;R$ 14.900,00
FORD FIESTA SE HATCH 2012/2013 BRANCO;ODO7J87;494579200;COMPRADO NA ORVEL SERRA;;;FINALIZADO;R$ 27.300,00
VW CROSSFOX 2005/2005 PRATA;LSO1317;858779668;COMPRADO NA PODIUM CAMPOS;;;FINALIZADO;R$ 17.200,00
VW FOX 1.0 2006/2006 CINZA;MQW5906;893057975;COMPRADO NA TROCA DO PALIO WEEK 10/11MTE7353;;;FINALIZADO;R$ 14.000,00
VW VOYAGE 1.0 2011/2012 CINZA;KWC4G17;454269110;COMPRADO PARTIGULAR REGIANE 997183126;;;FINALIZADO;R$ 20.500,00
VW SPACEFOX 2006/2006 BRANCA;MQY5A64;901529125;COMPRADO PARTICULAR DE BIDA;;;NÃO TRANSFERIDO PARA A LOJA;R$ 19.000,00
FORD FIESTA SEDAN 1.6 FLEX 2011/2011 PRATA;MTC6538;308087224;COMPRADO DE ILMAR ANCHIETA AVERBA DIA 16.11.2021;16/11/2021;;FINALIZADO;R$ 20.000,00
FIAT PALIO 1998/1998 CINZA;GRY8F19;700288996;COMPRADO NA TROCA DO FORD KA BRANCO;;;FINALIZADO;R$ 5.000,00
FORD FIESTA SEDAN 2006/2007 PRATA;JQM6H17;886764432;COMPRADO NA LAGE SCARABELI VILA VELHA;;;FINALIZADO;R$ 13.600,00
VW NOVA SAVEIRO CE 2013/2014 CINZA;KWB7D84;556909054;COMPRADO NA PODIUM CAMPOS 07.10.2021';10/07/2021;;FINALIZADO;R$ 37.200,00
VW GOL TL MCV 2016/2017 BRANCO;PPQ3G13;1105364159;COMPRADO NA VITORIAWAGEM SERRA 07.10.2021 AVERBADO;10/07/2021;140762;FINALIZADO;R$ 34.500,00
FIAT WEEKEND TREKKING 2014/2015 BRANCA;OYJ9C20;1017109980;COMPRADO NA TROCA DO PALIO WEEKEND 2010/2011MTE7353;;93533;FINALIZADO;R$ 28.900,00
FIAT PALIO FIRE ECONOMY 2010/2011 BRANCO;MTU1B97;273322257;COMPRADO NA ORVEL SERRA;;;FINALIZADO;R$ 12.600,00
PEUGEOT 207 HB XS 2009/2009 CINZA 2P;MSX4D26;166801550;COMPRADO NA TAI MOTORS VITORIA;;;FINALIZADO;R$ 13.200,00
FIAT UNO VIVACE 1.0 2011/2012 VERMELHO;AUA0D86;328371920;COMPRADO PARTICULAR NA TROCA DO CORSA SEDAN HBZ2D67;;;FINALIZADO;R$ 14.000,00
HONDA CB250 TWISTER ABS 2019/2020;QRM9I86;1221638570;COMPRADO PARTICULAR NA TROCA DO FLUENCE ODF1G92;;;FINALIZADO;R$ 17.000,00
FIAT PUNTO ATRACTIVE 2011/2011 BRANCO;OCV1B91;323745423;COMPRADO NA PRIME CACHOEIRO 15.10.2021;15/10/2021;;FINALIZADO;R$ 24.500,00
FORD FIESTA SEDAN 1.6 2008/2009 CINZA;MSJ9D38;986220418;COMPRADO PARTICULAR JAEDER FILHO DE SAMARA;;;FINALIZADO;R$ 18.000,00
GM AGILE 1.4 MT LTZ 2013/2014 PRATA;OYD3A28;598390880;COMPRADO NA ORVEL 28.10.2021;28/10/2021;137648;FINALIZADO;R$ 28.300,00
CITROEN C3 GLX 1.4 FLEX 2011/2012 PRETO;NYW8J49;329422650;COMPRADO NA PASSION SERRA 22.10.2021;22/10/2021;;FINALIZADO;R$ 18.500,00
GM CORSA SEDAN PREMIUM 2010/2011 CINZA;MTU6D70;254180590;COMPRADO PARTICULAR;;;FINALIZADO;R$ 18.000,00
PEUGEOT 207 PASSION 1.4 2010/2011 PRETO;MTM4070;210209526;OMPRADO NA TAI VITORIA;;;TRANSFERIDO DIRETO PRO CLIENTE;R$ 14.200,00
GM PRISMA LT 1.4 2011/2012 PRATA;EWO6J21;340727136;COMPRADO NA PODIUM VITORIA. AVERBA DIA 25.10.2021;25/10/2021;;FINALIZADO;R$ 21.200,00
FIAT UNO MILLE ECONOMY 2012/2013 BRANCO;ODG8D31;461803860;COMPRADO NA GTROCA DO UNO WAY LMF4J49;;;FINALIZADO;R$ 19.000,00
FIAT UNO MILLE ECONOMY 2012/2013 BRANCO;ODG8D31;461803860;COMPRADO PARTICULAR NA TROCA DO UNO WAY LMF4949;;;FINALIZADO;R$ 19.000,00
FIAT PALIO FIRE ECONOMY 2009/2010 PRETO;MSV4399;154864862;COMPRADO PARTICULAR NA TROCA DO AIRCROSS NTC3E01;;;FINALIZADO;R$ 13.000,00
GM CORSA WIND 1995/1996 BRANCO;MRM8829;279179111;COMPRADO PARTICULAR NA TROCA DO CORSA SEDAN LPB8H37;;;FINALIZADO;R$ 5.000,00
GM ASTRA HB 7P ADVANTAGE 2008/2009 BEGE;MSP1D35;128219343;COMPRADO NA TROCA DO PEUGEOT 207 XR MTM4A70;;110794;FINALIZADO;R$ 18.000,00
VW SAVEIRO 1.6 CE 2012/2013 BRANCA;ODM5A55;487636597;COMPRADO NA ORVEL SERRA;;323009;FINALIZADO;R$ 25.300,00
FIAT UNO ATRACTIVE 1.0 2015/2016 VERMELHO;PPM1C60;1071406776;COMPRADO NA CONTAUTO VILA VELHA;;112529;FINALIZADO;R$ 29.000,00
VW PARATI 1.6 TRACK FIELD 2006/2007 BRANCA;MQM6F18;898828732;COMPRADO PARTICULAR;;;FINALIZADO;R$ 18.000,00
FIAT IDEA ADV DUAL 2010/2011 VERMELHO;NTQ1I23;231094620;COMPRADO NA TROCA DO FOX OYF0F29;;91331;FINALIZADO;R$ 25.000,00
GM CELTA 1.0 LT 2012/2013 PRATA;ODP2352;499981812;COMPRADO NA TROCA DO AGILE;;;FINALIZADO;R$ 24.000,00
HONDA CIVIC LXR 2013/2014 PRATA;LLY4204;589887254;COMPRADO NA POCIUM COLATINA;;102987;FINALIZADO;R$ 55.000,00
HYUNDAI HB20 1.0 2012/2013 CINZA;LLT9959;499761111;COMPRADO NA PODIUM VEICULO CAMPOS;;146324;FINALIZADO;R$ 28.200,00
FORD KA 1.0 HÁ 2018/2018 BRANCO;QOK6J87;1154250420;COMPRADO NA LMT SERRA;;48585;FINALIZADO;R$ 34.400,00
FIAT STRADA WORKING 2016/2016 BRANCA;PPK3E55;1093483862;COMPRADO NA VIA MOTOR COLATINA;;;FINALIZADO;R$ 41.000,00
VW GOL 1.02012/2013 BRANCO;OKQ4F55;491666993;COMPRADO NA KURUMA SERRA;;;FINALIZADO;R$ 22.500,00
VW FOX 1.0 2009/2009 PRETO;IPP3D32;128780738;COMPRADO NA SHORI VITORIA;;;FINALIZADO;R$ 14.800,00
CITROEN C3 XTR 1.4 FLEX 2007/2008 PRETO;MRT0414;948449560;COMPRADO NA PODIUM V. VELHA;;120207;FINALIZADO;R$ 13.700,00
FIAT SIENA EL 1.0 FLEX 2012/2013 CINZA;ODQ9300;502887621;COMPRADO NA TAI VITORIA;;;FINALIZADO;R$ 27.400,00
FIAT PUNTO ATRACTIVE 2013/2013 VERMELHA;OVH7615;552779601;COMPRADO NA PODIUM VILA VELHA;;180644;FINALIZADO;R$ 26.100,00
PEUGEOT 207 HB XR 2008/2009 PRATA;MSI8B84;986679828;COMPRADO DE CRISTIANE FREITAS COSTA BERTOLETTI;;;FINALIZADO;R$ 14.000,00
FORD FIESTA SEDAN 1.6 FLEX 2013/2014;OEO9H64;556565541;COMPRADO DE KOBE VITORIA;;103500;FINALIZADO;R$ 23.150,00
VW FOX ROUTE 1.0 PRATA 2008/2008;MRU3061;958246050;COMPRADO NA KURUMA VITORIA;;;FINALIZADO;R$ 18.500,00
VW SAVEIRO 1.8 SUPERSURF 2003/04;GWD5079;819868680;COMPRADO DE PARTICULAR NA TROCA DO GOL 12/13 PLACA OKQ4F55;;;FINALIZADO;R$ 18.000,00
VW VOYAGE 1.6 CONFORT 2010/2011 PRATA;MTW8E27;271550570;COMPRADO TAI MOTORS VITORIA;;120733;FINALIZADO;R$ 24.600,00
FORD FIESTA 1.6 FLEX 2012/2013 PRETO;ODM8H46;485660660;COMPRADO KOBE VILA VELHA;;120584;FINALIZADO;R$ 23.850,00
FORD FIESTA 1.0 FLEX 2010/2011 PRETO;MTV2404;273392336;COMPRADO NA CVC VITORIA;;149787;FINALIZADO;R$ 14.200,00
FORD FIESTA 1.6 FLEX 2012/13 VERMELHO;ODP1G33;496616080;COMPRADO NA KOBE VITORIA;;140596;FINALIZADO;R$ 23.150,00
FORD FIESTA FLEX 2012/2012 BRANCO;KRY2048;456051139;COMPRADO NA PODIUM JEEP CAMPOS;;113287;FINALIZADO;R$ 15.200,00
GM ASTRA 2003/2004 PRATA;MPT2D88;818863595;ENTROU NA TROCA DO FOX ROUTE MRU3061;;200866;FINALIZADO;R$ 16.000,00
VOYAGE 1.6 CONFORT 2010/10 CINZA;MTD3A73;199190496;COMPRADO NA ORVEL SERRA;;138091;FINALIZADO;R$ 21.100,00
GM CELTA 1.0 LT 2011/2012 PRATA;EUW9952;339738545;COMPRADO NA ORVEL SERRA;;60996;FINALIZADO;R$ 21.200,00
VOYAGE TRENDLINE 1.0 2012/2013 PRATA;ODJ0608;469976535;COMPRADO NA KURUMA SERRA;;100294;FINALIZADO;R$ 24.500,00
VW FOX 1.0 GII 2014/2014 BRANCO;OYE8C68;994162197;COMPRADO NA ORVEL SERRA;;90735;FINALIZADO;R$ 31.600,00
VW GOL 1.0 2011/2012 BRANCO;GXE6847;335414281;ENTROU NA TROCA DA FIAT STRADA WORKING PPK3E55;;;FINALIZADO;R$ 17.000,00
HONDA XRE 300 2018/2018 VERDE;QRC2C62;1164902064;ENTROU NA TROCA DO VW VOYAGE 2010/2011 MTW8E27;;REPASSE PAULO RICARDO;MESA (VITOR - TRANSFERÊNCIA DIRETA);R$ 20.000,00
GM CELTA 2P LIFE 2005/2005 BRANCO;MQJ5I74;856382418;ENTROU NA TROCA DO FORD FIESTA 2010/11 MTV2E04;;ROMILDO;FINALIZADO;R$ 5.000,00
FORD KA FLEX 2012/2013 BRANCO;ODK5G91;474384870;COMPRADO NA PRIME SERRA;;205724;FINALIZADO;R$ 17.500,00
VW GOL 1.0 2012/2013 PRETO;ODG7I46;470471646;COMPRADO NA RECREIO VITORIA;;221114;FINALIZADO;R$ 23.000,00
VW FOX 1.0 GII 2009/2010 CINZA;MTA5H76;188086110;COMPRADO NA KURUMA VITORIA;;111863;FINALIZADO;R$ 23.000,00
VW POLO SEDAN 1.6 CONFORT 2009/2009 PRATA;MSR4312;141037490;ENTROU NA TROCA DO FIESTA BRANCO KRY2048;;85326;ROBINHO;R$ 23.000,00
RENAULT LOGAN 1.6 2008/2009 PRATA;HKJ6502;128958391;ENTROU NA TROCA DO VW FOX BRANCO OYE8C68;;182398;FINALIZADO;R$ 10.000,00
FIAT SIENA FIRE FLEX 2005/2006 AZUL;KZW1G85;869611470;ENTROU NA TROCA DO FIAT PALIO BRANCO PLACA OVJ7J03;;249609;FINALIZADO;R$ 14.000,00
FIAT SIENA ATTRACTIV 1.4 2013/2013 PRATA;ODS5C97;510996965;ENTROU NA TROCA DO HONDA CIVIC LXR PRATA PLACA LLY4C04;;109612;FINALIZADO;R$ 30.000,00
CITROEN C3 GLX 1.4 ANO 2004/2004 COR PRATA;LUN0C83;825797420;VEICULO DE BIDA;;BIDA;FINALIZADO;#VALOR!
VW FOX 1.6 GII 2011/2011 VERMELHO;MTX5767;281681538;COMPRADO NA RECREIO VITORIA;;116490;FINALIZADO;R$ 27.000,00
GM ONIX 1.0 LT 2013/2013 LARANJA;OVFA90;537751912;COMPRADO DA ORVEL SERRA;;68002;FINALIZADO;R$ 30.800,00
FIAT PUNTO ELX 1.4 2009/2010 VERMELHO;MST1H99;149809204;TROCA DA VW SAVEIRO CE 2013/2014 PLACA KWB7A84;;;FINALIZADO;R$ 24.000,00
FIAT DOBLO 2008/2009 BRANCO;MSL4967;116853883;TROCA DO FORD KA 1.0 SE PLACA QOK6987;;201664;FINALIZADO;R$ 24.000,00
FIAT PALIO WEEK ELX FLEX VERMELHO 2005/2006;MQA9899;861269446;COMPRADO PARTICULAR;;;FINALIZADO;R$ 14.000,00
FIAT PUNTO ATTRACTIVE 2013/2013 VERMELHO;ODS4H50;526127201;COMPRADO TAI MOTORS COLATINA;;130479;FINALIZADO;R$ 30.200,00
FORD KA 1.0 HA 2018/2018 BRANCO;QOK6981;1154252369;COMPRADO NA LMT SERRA;;32967;FINALIZADO;R$ 37.500,00
FIAT SIENA EL 1.0 2013/2014 BRANCO;OVI4H87;593412133;COMPRADO NA KURUMA SERRA;;229962;FINALIZADO;R$ 20.500,00
VW GOL 1.0 2012/2013 PRATA;ODK4322;477324967;ENTROU NA TROCA DO FORD FIESTA SEDAN 2013/14 OEO9H64;;104684;FINALIZADO;R$ 25.000,00
HYUNDAI HB 20 1.0 CONFORT 2016/2016;KZN8299;1077382607';CARRO DE BIDA;;100193;VENDIDO AGUARDANDO TRANSFERENCIA;50.900,00 - VENDA
FIAT PALIO FIRE 1.0 2003/2004;MPP3667;815725809;COMPRADO DE BIDA;;199720;FINALIZADO;R$ 9.000,00
VW VOYAGE 1.0 PRATA 2010/2011;MTT3130;234850086;COMPRADO DE PARTICULAR;;117348;FINALIZADO;R$ 22.000,00
FIAT IDEA ATTRACTIVE 1.4 BEGE 2012/2013;LQO2B11;498058743;COMPRADO NA PODIUM CAMPOS;;130583;FINALIZADO;R$ 27.400,00
FORD FIESTA 1.6 FLEX BRANCO 2011/2012;OCW6A03;403617189;COMPRADO NA PRIME CACHOEIRO 15.10.2021;15/10/2021;124086;FINALIZADO;R$ 23.500,00
FIAT PALIO FIRE 2013/2013 BRANCO;ODB9F17;527913812;ENTROU NA TROCA DO FIAT SIENA ATTRACTIVE 2013/2013;;144647;FINALIZADO;R$ 24.900,00
VW CROSSFOX GII 2011/2011 PRATA;MTY7792;282329030;COMPRADO NA CVC SERRA;;;FINALIZADO;R$ 31.000,00
GM COBALT 1.4 LTZ 2012/2012 BRANCO;ODG6H90;459328484;COMPRADO NA KURUMA VILA VELHA;;125000;FINALIZADO;R$ 28.750,00
PEUGEOT 206 PRETO;LUE0404;831434929;NA TROCA DO PALIO WEEK 2005/2006 PLACA NQA9B99;;145135;FINALIZADO;R$ 7.000,00
FIAT PALIO FIRE ECONOMY 2010/2011 PRETO;LSV3E04;225643316;COMPRADO NA PODIUM CAMPOS;;;FINALIZADO;R$ 19.200,00
GM MERIVA MAXX 2009/2009 CINZA;MSQ4989;133404340;NA TROCA DO CROSSFOX 2011 PLACA MTY7792;;;FINALIZADO;R$ 21.000,00
FORD KA SE 2016/2017 BRANCO;PPR6J59;1107476710;COMPRADO NA KURUMA SERRA;;;FINALIZADO;R$ 36.250,00
VW FOX 1.0 BLUEM GII BRANCO 2014/2014;OYG1C44;999155318;COMPRADO NA TAI COLATINA;;;FINALIZADO;R$ 32.200,00
VW CROSSFOX 2008/2009 BRANCO;MSK9E10;990017532;NA TROCA DO FORD KA 2018/2018 PLACA GOK6981;;135431;FINALIZADO;R$ 25.000,00
FIAT PUNTO ELX 2009/2010 PRATA;MSR7G87;140614478;NA TROCA DO HYUNDAY HB 20 2016 PLACA KZN8C99;;OFICINA;FINALIZADO;R$ 22.500,00
VW GOL 1.0 2009/2009 PRETO;MSP6H04;129262943;COMPRADO DE PARTICULAR ENDREW AZEVEDO BARCELOS;;103104;FINALIZADO;R$ 17.000,00
HYUNDAY HB20 1.0 CONFORT 2013/2014 CINZA;MPP2G17;547452365;COMPRADO NA KURUMA VILA VELHA;;;FINALIZADO;R$ 39.000,00
VW GOL 1.0 2009/2009 PRATA;MSO8H23;124604528;TROCA DO FOX 2011 VERMELHO PLACA MTX5H67;;169679;FINALIZADO;R$ 20.500,00
FORD FIESTA 2014/2014 BRANCO;OYF5H18;999356399;NA TROCA DO GM COBALT 2012 BRANCO PLACA ODG6H90;;124093;FINALIZADO;R$ 25.000,00
VW FOX 1.0 GII 2010/2010 PRETO;MTD8D74;199663220;COMPRADO DE PARTICULAR WILNARIO LIMA OLIVEIRA EM 06/04/2022;04/06/2022;142541;FINALIZADO;R$ 24.000,00
HYUNDAI HB20 1.0 CONFORT PLUS 2017/2017 BRANCO;PPT6F57;1118785751;COMPRADO PRIME SERRA;;60271;FINALIZADO;R$ 46.990,00
VW GOL SPECIAL 2015/2016 PRATA;PPL9J51;1070743515;COMPRADO NA ORVEL SERRA;;60007;FINALIZADO;R$ 37.000,00
FIAT PALIO 2006/2007 PRETO;MQX8B35;897527216;ENTROU NA TROCA DO VEICULO GM ONIX 2013/2013 LARANJA PLACA OVF7A90;;175880;FINALIZADO;R$ 13.000,00
CITROEN C3 GLX 1.4 2004/2004 PRATA;LUN0C83;825797420;ENTROU NA TROCA DO RENAULT LOGAN 2008/2009 PLACA HKJ6F02;;;FINALIZADO;R$ 11.300,00
FIAT SIENA FIRE FLEX 2009/2010 PRATA;MSU9589;188586946;CARRO DE TIAGO;;;VENDIDO;R$ 25.400,00
VW GOL 1.6 POWER 2010/2011 PRATA;MTP3A14;223988030;CARRO DE TIAGO;;;VENDIDO;R$ 32.000,00
FIAT PALIO ESSENC 1.6 DL 2011/2011 CINZA;KON6A86;372956874;CARRO DE TIAGO;;;RETIRADO POR TIAGO;
CHEVROLET AGILE LTZ 1.4 2010/2011 PRETO;MTU7F03;256706670;CARRO DE TIAGO;;168340;ESTOQUE;
VW GOL 1.0 2010/2011 PRETO;EPY9F74;208771220;ENTROU NA TROCA DO HYUNDAI HB 20 2017/2017 BRANCO PLACA PPT6F57;;145244;FINALIZADO;R$ 25.000,00
CHEVROLET PRISMA 1.4 LTZ 2014/2015 PRATA;PPC2J06;1026084315;COMPRADO NA PIANA VEICULOS LINHARES;;157914;FINALIZADO;R$ 40.450,00
HYUNDAI HB20 1.0 CONFORT 2016/2016 PRATA;PPM6E59;1084435281;COMPRADO NA PRIME LINHARES;;94260;FINALIZADO;R$ 40.490,00
GM ONIX 1.0 LOLLAPALOOZA 2014/2014 LARANJA;OYI6G20;1009106934;COMPRADO NA PASSION SERRA;;50140;FINALIZADO;R$ 39.000,00
VW GOL 1.0 2009/2009 VERMELHO;MSN2H24;121277925;NA TROCA DO GM PRISMA LTZ 2014/2015 PLACA PPC2906;;87167;FINALIZADO;R$ 20.000,00
MOTO HONDA CG 150 FAN ESDI 2015/2015;PPC8H15;1056846370;NA TROCA DO VW GOL 2009/2009 PLACA MSO8H23;;ROMILDO;FINALIZADO;R$ 8.000,00
GM MONTANA CONQUEST 2008/2008 PRETA;MGY8H11;952193655;ENTROU NA TROCA DO VW FOX GII PRETO PLACA MTD8D74;;;FINALIZADO;R$ 21.000,00
MOTO HONDA BIZ 125 2019/2019 VERMELHA;QRI4C93;1195492658;TROCA DO FIAT PALIO PRETO 2006/2007 PLACA MQX8B35;;;FINALIZADO;R$ 13.000,00
FORD FIESTA SEDAN FLEX 2008/2008 PRATA;MRY9514;965290778;ENTROU NA TROCA DO GOL POWER PLACA MTP3A14;;;FINALIZADO;R$ 12.000,00
GM CLASSIC 2009/2010 BEGE;MSX8982;169662020;NA TROCA DO GM AGILE 2013/14 PRATA PLACA PYD3A28;;168165;FINALIZADO;R$ 16.000,00
FIAT IDEA ATTRACTIVE 1.4 CINZA 2013/2014;OVK9G04;588710938;COMPRADO NA PRIME VILA VELHA;;104494;FINALIZADO;R$ 29.000,00
RENAULT FLUENCE DYN 2.0 2011/2012 PRATA;HMD0I65;452717205;COMPRADO NA VM COMERCIO DE AUTOMOVEIS VITORIA;;129863;FINALIZADO;R$ 29.500,00
GM CORSA SEDAN MAXX 2005/2005 BEGE;MQN9F51;872137520;ENTROU NA TROCA DA MONTANA 2008 PLACA MGY8H11;;113461;FINALIZADO;R$ 16.000,00
VW CROSSFOX 2007/2007 PRETO;DVJ9D30;914861786;ENTROU NA TROCA DO ONIX LOLLAP. PLACA OYI6G20;;98599;FINALIZADO;R$ 23.000,00
FORD KA FLEX 2010/2011 VERMELHO;MTU8D65;259233412;COMPRADO NA VITORIAWAGEN GUARAPARI;;139611;FINALIZADO;R$ 16.500,00
VW SAVEIRO 1.6 CE 2011/2012 PRETA;OCV8F55;326059849;NA TROCA DO VW GOL SPECIAL 2015/2016 PLACA PPL9J51;;163861;FINALIZADO;R$ 35.000,00
